epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
5,39.8923,0.57004,0.71558,1.10495,0.9146,0.85417,0.92555,0.78327,0.6525,0.65683,1.13748,0.000863116,0.000863116,0.000863116
